64bwyta64	bwytaont
3082cynnwys3082	cynhwysais i
3083digwydd3083	digwyddai fo
3084peidio3084	peidi di
3085gorffen3085	gorffenno
3086cysylltu3086	cysylltych
3087plannu3087	planna i
3088darparu3088	darparoch
3089addo3089	addewch
3090smygu3090	smygodd
3091cyfrwyo3091	cyfrwywyf
3092cerdded3092	cerddodd o
3093dysgu3093	dysgant
3094gwerthu3094	gwerthech chi
3095digwydd3095	digwyddodd
3096pydru3096	pydrech chi
3097cenhedlu3097	cenhedlaist
3098ysu3098	ysasent
3099ffurfio3099	ffurfiasai
3100deall3100	deallom
3101amau3101	amheuwch
3102rhwystro3102	rhwystrwn
3103cynnau3103	cyneuwn i
3104mwynhau3104	mwynhasech
3105gwrthod3105	gwrthoder
3106cynnau3106	cyneuir
3107rhwygo3107	rhwygasai
3108cymryd3108	cymeredig
3109cynnau3109	cyneui
3110braenu3110	braenasent
3111cyffwrdd3111	cyffyrddi di
3112braenu3112	braenom
3113darllen3113	darllenwyd
3114llenydda3114	llenyddwyf
3115sgwrsio3115	sgwrsiasoch
3116danfon3116	danfonasai
3117addysgu3117	addysgent
3118tacluso3118	taclusit
3119lleoli3119	lleoler
3120sgwrsio3120	sgwrsia i
3121penderfynu3121	penderfynwn ni
3122ysu3122	yson ni
3123canu3123	canaswn
3124croesholi3124	croesholych
3125rhodio3125	rhodiwyd
3126ymolchi3126	ymolchasem
3127terfynu3127	terfynasem
3128plannu3128	plannoch chi
3129cilio3129	ciliasant
3130siarad3130	siaradon ni
3131stopio3131	stopiasech
3132ymweld3132	ymwelych
3133palu3133	pala i
3134llyfu3134	llyfid
3135hedfan3135	hedfanwn ni
3136defnyddio3136	defnyddiwn i
3137anghofio3137	anghofiom
3138crynu3138	cryner
3139penderfynu3139	penderfynoch chi
3140gafael3140	gafaelaswn
3141ymddwyn3141	ymddwyn
3142claddu3142	claddwch
3143bwrw3143	bwriai
3144elwa3144	elwais i
3145anfon3145	anfonaf
3146parhau3146	parhaent
3147prynu3147	prynais i
3148ymarfer3148	ymarferasant
3149danfon3149	danfonir
3150rhwygo3150	rhwygwch
3151gweld3151	gwelwn
3152annog3152	anogwyd
3153cofio3153	cofiaist
3154croesi3154	croesit
3155methu3155	methwn
3156cenhedlu3156	cenhedled
3157darllen3157	darllenoch
3158palu3158	palodd o
3159clywed3159	clywa i
3160cyfarfod3160	cyfarfyddon ni
3161amau3161	amheuom
3162uno3162	unan nhw
3163cerdded3163	cerddom
3164gafael3164	gafaelo
3165dileu3165	dilea i
3166mwynhau3166	mwynhasoch
3167digwydd3167	digwydder
3168torri3168	torraist ti
3169golchi3169	golchais i
3170teithio3170	teithiwn i
3171gwario3171	gwariwch
3172galw3172	galwon ni
3173coelio3173	coelient
3174crynu3174	cryned
3175hoelio3175	hoeliwn i
3176arfer3176	arferer
3177cyffwrdd3177	cyffyrddasant
3178sgwrsio3178	sgwrsiwch
3179rhodio3179	rhodiom
3180sefyll3180	safasom
3181danfon3181	danfonwch
3182ciledrych3182	ciledrychech
3183cadw3183	cedwaist
3184teimlo3184	teimlwch
3185darparu3185	darparwn i
3186tybio3186	tybied
3187cynnig3187	cynigied
3188dileu3188	dileoch
3189claddu3189	claddwn ni
3190prynu3190	prynoch chi
3191dychwelyd3191	dychwelyd
3192coelio3192	coeliasit
3193swyno3193	swynon nhw
3194gwylio3194	gwyliaist
3195colli3195	collent
3196rhoi3196	rhoddith o
3197cysgu3197	cysgwch
3198hedfan3198	hedfanai
3199casáu3199	casawn
3200galw3200	galwont
3201elwa3201	elwais
3202addo3202	addawent
3203disgwyl3203	disgwylio
3204ymlacio3204	ymlaciai
3205ystyried3205	ystyrid
3206ystyried3206	ystyrit
3207agor3207	agoraist ti
3208palu3208	pala
3209gwerthu3209	gwerthem
3210iro3210	irasoch
3211ciledrych3211	ciledrychit
3212addo3212	addawit
3213atal3213	ataliasom
3214medru3214	medraist
3215ymweld3215	ymweler
3216palu3216	palasom
3217ymddwyn3217	ymddygi di
3218methu3218	methwn i
3219dychwelyd3219	dychwelwch
3220adolygu3220	adolygi
3221gwenu3221	gwened
3222clymu3222	clymaswn
3223sylwi3223	sylwyf
3224ciledrych3224	ciledrychwyf
3225cloi3225	cloent
3226ffili3226	ffiloch
3227galw3227	galwo
3228pydru3228	pydrit
3229awgrymu3229	awgryment
3230siarad3230	siaradwn
3231canlyn3231	canlynont
3232tacluso3232	taclus
3233cyfrwyo3233	cyfrwyo
3234codi3234	codwn i
3235cenhedlu3235	cenhedlwch chi
3236mwynhau3236	mwynhasem
3237ymarfer3237	ymarferwch
3238disgwyl3238	disgwyl
3239llenydda3239	llenyddwn
3240ymolchi3240	ymolchasent
3241cynnig3241	cynigiedig
3242ystyried3242	ystyrir
3243awgrymu3243	awgrymon ni
3244croesholi3244	croesholasom
3245dweud3245	dywedasech
3246casáu3246	casaen ni
3247dysgu3247	dysgasem
3248dangos3248	dangosaswn
3249medru3249	medrir
3250cyffwrdd3250	cyffyrddwn
3251cynnwys3251	cynhwysodd o
3252lladd3252	lladdoch
3253canlyn3253	canlynwch
3254darparu3254	darparai
3255talu3255	talaist ti
3256llenydda3256	llenyddaist ti
3257cyfieithu3257	cyfieithith o
3258gorffen3258	gorffenni
3259addysgu3259	addysgen nhw
3260galluogi3260	galluogwch
3261cofio3261	cofiais i
3262disgwyl3262	disgwyli
3263croeshoelio3263	croeshoelio
3264cynnull3264	cynullodd
3265danfon3265	danfonwyd
3266annog3266	anogedig
3267cadw3267	cadwais i
3268cyfnewid3268	cyfnewidia i
3269galw3269	galwaswn
3270canoli3270	canoli di
3271amgyffred3271	amgyffredwch
3272gwerthu3272	gwerthaswn
3273ymarfer3273	ymarferen ni
3274croeshoelio3274	croeshoelio
3275rhegi3275	rhegon ni
3276siarad3276	siaradech
3277gafael3277	gafaelwch chi
3278crynu3278	cryner
3279atal3279	ataliech
3280edliw3280	edliwiasent
3281diolch3281	diolchoch
3282gafael3282	gafaelwn
3283croeshoelio3283	croeshoelia
3284mynd3284	aen ni
3285cwyno3285	cwynasant
3286plannu3286	plannoch
3287darlunio3287	darlunioch chi
3288syrthio3288	syrthia
3289bwrw3289	bwrion nhw
3290deall3290	deallwn
3291gweld3291	gwelen ni
3292llyfu3292	llyfoch
3293yfed3293	yfwch
3294hofran3294	hofranoch chi
3295lleoli3295	lleolet ti
3296rhedeg3296	rhedasom
3297tacluso3297	taclusen nhw
3298penderfynu3298	penderfynasid
3299cloi3299	cloer
3300aros3300	arhosant
3301teimlo3301	teimli di
3302dychwelyd3302	dychwelwch
3303sgwrsio3303	sgwrsiech
3304cuddio3304	cuddant
3305darllen3305	darllenwn i
3306uno3306	unaist ti
3307iro3307	irent
3308cloi3308	cloi di
3309crynu3309	crynasem
3310rhoi3310	rhoir
3311hudo3311	hudent
3312rhuthro3312	rhuthrwyd
3313hoelio3313	hoeliai
3314gwlychu3314	gwlychid
3315croeshoelio3315	croeshoeliais i
3316gwylio3316	gwyliem
3317colli3317	colledig
3318cerdded3318	cerddai fo
3319loncian3319	lonciodd o
3320lladd3320	lleddid
3321hoelio3321	hoelith o
3322llosgi3322	llosgwyf
3323aros3323	arhoswch
3324hoelio3324	hoelia
3325braenu3325	braenem
3326amnewid3326	amnewidwch
3327cusanu3327	cusenych
3328sgwrsio3328	sgwrsiai fo
3329poeni3329	poenasai
3330croestorri3330	croestorrych
3331torri3331	torasem
3332cyfnewid3332	cyfnewidiai
3333hedfan3333	hedfanasech
3334cymryd3334	cymryd
3335gwrthod3335	gwrthodwn
3336parhau3336	parheych
3337cyfnewid3337	cyfnewidiaswn
3338gwylio3338	gwylia i
3339gorffen3339	gorffennwn i
3340rhwygo3340	rhwygasant
3341mwynhau3341	mwynhasid
3342ymddwyn3342	ymddwg
3343sylwebu3343	sylwebwch chi
3344casáu3344	casedigcasadwy
3345ysmygu3345	ysmygi di
3346diolch3346	diolchant
3347ymarfer3347	ymarfero
3348ennill3348	enillwyf
3349annog3349	anoget ti
3350canlyn3350	canlynwn
3351cofio3351	cofiasit
3352dweud3352	dywedai
3353cynnau3353	cyneuech chi
3354rhoi3354	rhoi
3355ffili3355	ffilasid
3356torri3356	toraswn
3357danfon3357	danfonwch chi
3358sgwrsio3358	sgwrsiwn
3359caledu3359	caledet ti
3360gwrthod3360	gwrthodasoch
3361lleoli3361	lleolai
3362yfed3362	yfech chi
3363ysmygu3363	ysmygan nhw
3364clywed3364	clywith o
3365coelio3365	coelioch chi
3366smygu3366	smygith o
3367palu3367	palwch chi
3368amau3368	amheuen ni
3369ymddwyn3369	ymddygaf
3370elwa3370	elwem
3371crynu3371	cryni
3372ymolchi3372	ymolchech chi
3373cadw3373	cadwed
3374clywed3374	clywch
3375awgrymu3375	awgrymasai
3376cenhedlu3376	cenhedlont
3377yfed3377	yfasent
3378galluogi3378	galluogasoch
3379gofyn3379	gofynno
3380dangos3380	dangosit
3381gwrthod3381	gwrthodaf
3382cynnull3382	cynullent
3383cymryd3383	cymerasoch
3384arfer3384	arferwyd
3385cyfrwyo3385	cyfrwywch chi
3386cynnig3386	cynigia i
3387hedfan3387	hedfanasent
3388galluogi3388	galluogit
3389digwydd3389	digwyddais
3390dechrau3390	dechreuith o
3391palu3391	palais
3392rhwygo3392	rhwygodd
3393clymu3393	clymet ti
3394cuddio3394	cuddwn
3395coginio3395	cogini
3396cuddio3396	cuddwch
3397gadael3397	gadewaist
3398ymarfer3398	ymarfer
3399condemnio3399	condemnient
3400stopio3400	stopient
3401siarad3401	siaradont
3402ymlacio3402	ymlaciasid
3403cyfieithu3403	cyfieithodd o
3404dysgu3404	dysgai fo
3405ysgrifennu3405	ysgrifenni
3406darlunio3406	darluniasom
3407llanw3407	llenwch
3408cuddio3408	cudden nhw
3409prynu3409	prynwch chi
3410terfynu3410	terfynwn ni
3411darllen3411	darllena i
3412gofyn3412	gofynasent
3413crynu3413	crynwyd
3414gorchuddio3414	gorchuddient
3415edliw3415	edliwiasid
3416amgyffred3416	amgyffredasant
3417agor3417	agorit
3418dysgu3418	dysg
3419dangos3419	dangosent
3420prynu3420	pryner
3421gadael3421	gadawa
3422gadael3422	gadawch chi
3423ffurfio3423	ffurfiaist ti
3424arwain3424	arweiniasoch
3425palu3425	paler
3426pydru3426	pydrasom
3427lluddias3427	lluddi di
3428siafio3428	siafient
3429coelio3429	coelier
3430cusanu3430	cusanasid
3431darllen3431	darllenom
3432anfon3432	anfon
3433ymddwyn3433	ymddygwn ni
3434parhau3434	parhao
3435disgwyl3435	disgwyliodd o
3436cwyno3436	cwynent
3437teimlo3437	teimlodd o
3438amgyffred3438	amgyffredwch
3439dileu3439	dileem
3440gwenu3440	gwena i
3441gafael3441	gafaelom
3442rhuthro3442	rhuthrer
3443cusanu3443	cusanaswn
3444pwyso3444	pwyswch
3445dweud3445	dywededig
3446iro3446	irwn
3447difetha3447	difetha i
3448addo3448	addawsoch
3449cynnau3449	cyneuant
3450edliw3450	edliwiwn
3451rhuthro3451	rhuthrwch
3452cyfarfod3452	cyfarfydder
3453cyrraedd3453	cyrhaeddodd
3454cynnau3454	cyneuodd
3455arfer3455	arfer
3456difetha3456	difethais
3457coginio3457	coginied
3458dweud3458	dywedwn i
3459rhuthro3459	rhuthrid
3460torri3460	torrwn
3461ffurfio3461	ffurfi
3462gallu3462	gallasech
3463tybio3463	tybioch
3464gadael3464	gadawont
3465darllen3465	darllenai
3466digwydd3466	digwyddasom
3467bwrw3467	bwriaswn
3468hedfan3468	hedfanasai
3469croesi3469	croesiasom
3470lleoli3470	lleolo
3471cenhedlu3471	cenhedler
3472stopio3472	stopi
3473cerdded3473	cerddoch
3474disgwyl3474	disgwyliais i
3475anghofio3475	anghofier
3476coelio3476	coeliasech
3477prynu3477	pryno
3478elwa3478	elwn ni
3479codi3479	codwyd
3480disgwyl3480	disgwyliwn
3481ymlacio3481	ymlaciais i
3482addo3482	addawi di
3483addo3483	addewir
3484terfynu3484	terfynir
3485cynnau3485	cyneua i
3486clywed3486	clywsoch
3487gafael3487	gafael
3488cynnwys3488	cynhwysoch
3489casáu3489	casawyf
3490gofyn3490	gofynnwch
3491treisio3491	treisiasid
3492nyddu3492	nyddid
3493llosgi3493	llosgai fo
3494rhedeg3494	rhedaist
3495dweud3495	dyweden ni
3496condemnio3496	condemnith o
3497ystyried3497	ystyriasai
3498gafael3498	gafaelasent
3499ciledrych3499	ciledrycha
3500golchi3500	golchaist
3501defnyddio3501	defnyddia
3502yfed3502	yf
3503swyno3503	swynych
3504llyfu3504	llyfont
3505darllen3505	darlleni
3506ffurfio3506	ffurfiech
3507swyno3507	swynent
3508mynd3508	dos
3509mynd3509	elwyf
3510casáu3510	caseid
3511tybio3511	tybir
3512dechrau3512	dechreuych
3513syrthio3513	syrthiais i
3514nyddu3514	nyddem
3515cloi3515	clo
3516llosgi3516	llosgwn
3517cyrraedd3517	cyrhaeddwch
3518siarad3518	siaradech chi
3519tybio3519	tybio
3520ysbrydoli3520	ysbrydolasom
3521coelio3521	coelier
3522ystyried3522	ystyriasit
3523hedfan3523	hedfanaist
3524sefyll3524	safedigsafadwy
3525parhau3525	parheais
3526gafael3526	gafaelwn
3527caru3527	carwn ni
3528taro3528	trewch
3529danfon3529	danfonoch chi
3530pwyso3530	pwysaswn
3531rhwystro3531	rhwystrith o
3532clywed3532	clyw
3533amau3533	amheuant
3534ysgrifennu3534	ysgrifennem
3535gorffen3535	gorffenner
3536syrthio3536	syrthiasoch
3537danfon3537	danfonech
3538medru3538	medrwn i
3539sgwrsio3539	sgwrsiaist
3540gwlychu3540	gwlycher
3541plannu3541	planasoch
3542sgwrsio3542	sgwrsir
3543rhegi3543	rhegaf
3544rhwystro3544	rhwystrodd
3545yfed3545	yfo
3546ymuno3546	ymunon nhw
3547galw3547	galwai fo
3548cusanu3548	cusan
3549dweud3549	dywedwyf
3550awgrymu3550	awgrymwyf
3551cyfrwyo3551	cyfrwyoch chi
3552rhedeg3552	rhedith o
3553croesi3553	croeswn i
3554dathlu3554	dathlet ti
3555ymlacio3555	ymlacient
3556diolch3556	diolchi
3557cynnig3557	cynnig
3558sgwrsio3558	sgwrsio
3559disgyn3559	disgynasech
3560gadael3560	gadewch
3561cadw3561	cedwch
3562rhoi3562	rhoddwch
3563teithio3563	teithir
3564penderfynu3564	penderfynai
3565amau3565	amheuaf
3566ymarfer3566	ymarferont
3567ymolchi3567	ymolcher
3568gweld3568	gwelwch
3569lladd3569	lladdasent
3570ysbrydoli3570	ysbrydolont
3571ceisio3571	ceisiwyf
3572gadael3572	gadawech
3573methu3573	methasem
3574sylwi3574	sylwych
3575colli3575	collent
3576tacluso3576	tacluswyf
3577croestorri3577	croestorrith o
3578tybio3578	tybiwyd
3579mwynhau3579	mwynhaent
3580ymarfer3580	ymarferasai
3581lleihau3581	lleiher
3582terfynu3582	terfynai
3583sgwrsio3583	sgwrsiwyd
3584tacluso3584	tacluswn ni
3585mynd3585	elent
3586talu3586	talasem
3587hedfan3587	hedfanet ti
3588llanw3588	llanwasom
3589dileu3589	dilewch
3590gweld3590	gwelsant
3591cuddio3591	cuddwyf
3592nyddu3592	nyddent
3593amau3593	amheuaist ti
3594amau3594	amheuer
3595cyfarfod3595	cyfarfyddoch chi
3596tybio3596	tybiwn
3597disgwyl3597	disgwylier
3598rhoi3598	rhoddai fo
3599condemnio3599	condemnien ni
3600stopio3600	stopiwn i
3601croesholi3601	croesholien ni
3602ymweld3602	ymwelech
3603croeshoelio3603	croeshoelien ni
3604hofran3604	hofranaist ti
3605danfon3605	danfonasit
3606atal3606	ataliaf
3607cysgu3607	cysgo
3608canoli3608	canolodd o
3609gwenu3609	gwenit
3610digwydd3610	digwyddem
3611addo3611	addawsom
3612talu3612	talasom
3613bwyta3613	bwyteir
3614clywed3614	clyw
3615pydru3615	pydrais i
3616hudo3616	hudasoch
3617dychwelyd3617	dychwelet ti
3618amau3618	amheuych
3619lleoli3619	lleolasent
3620ennill3620	ennill
3621terfynu3621	terfyner
3622marchogaeth3622	marchogasech
3623cyfarfod3623	cyfarfuaswn
3624ymddwyn3624	ymddygan nhw
3625dweud3625	dywed
3626braenu3626	braena
3627awgrymu3627	awgrymasent
3628codi3628	codais i
3629canlyn3629	canlynem
3630lleoli3630	lleolent
3631gwerthu3631	gwerthasai
3632niweidio3632	niweidia
3633croestorri3633	croestorri di
3634rhofio3634	rhofia
3635ffurfio3635	ffurfiasant
3636loncian3636	lonciom
3637lleoli3637	lleolodd o
3638treisio3638	treisiasant
3639cysylltu3639	cysylltan nhw
3640achosi3640	achoswch chi
3641deall3641	deallai fo
3642lladd3642	lladd
3643arwain3643	arweiniem
3644llenydda3644	llenydded
3645eistedd3645	eisteddent
3646aros3646	arhosen nhw
3647sylwebu3647	sylweber
3648dangos3648	dangosedig
3649dileu3649	dileasent
3650anghofio3650	anghofiasem
3651addysgu3651	addysgasai
3652gwlychu3652	gwlychet ti
3653dechrau3653	dechreuaist
3654gwlychu3654	gwlychan nhw
3655croesholi3655	croesholwch
3656gwlychu3656	gwlychais i
3657gorffen3657	gorffennwyd
3658methu3658	methasent
3659sgwrsio3659	sgwrsiech
3660ysmygu3660	ysmygwch chi
3661ymolchi3661	ymolchon nhw
3662yfed3662	yfasom
3663difetha3663	difethoch chi
3664gweld3664	gwelir
3665swyno3665	swynir
3666gwenu3666	gwena
3667gwrthod3667	gwrthodech chi
3668golchi3668	golchech
3669gorchuddio3669	gorchuddith o
3670niweidio3670	niweidient
3671gallu3671	gellwch
3672dodi3672	dodaswn
3673pweru3673	pwera
3674ffili3674	ffilwch
3675niweidio3675	niweidith o
3676gwlychu3676	gwlychi
3677cofio3677	cofit
3678gorchuddio3678	gorchuddioch
3679lluddias3679	lluddient
3680crynu3680	crynech chi
3681cyfnewid3681	cyfnewidiaist ti
3682treisio3682	treisiasom
3683clywed3683	clywsid
3684glawio3684	glawia i
3685palu3685	paloch
3686rhwystro3686	rhwystrant
3687cyfrwyo3687	cyfrwyith o
3688rhofio3688	rhofiet ti
3689cynnau3689	cyneuai fo
3690sefyll3690	safech
3691cynnull3691	cynullan nhw
3692coelio3692	coeliaswn
3693terfynu3693	terfynasent
3694rhwystro3694	rhwystroch chi
3695addo3695	addawen nhw
3696rhedeg3696	rhedir
3697canu3697	ceni
3698treisio3698	treisiasech
3699lluddias3699	lluddiodd
3700rhodio3700	rhodiais
3701gwlychu3701	gwlychant
3702llyfu3702	llyfant
3703adwthio3703	adwthiech chi
3704braenu3704	braenent
3705clywed3705	clywer
3706ymarfer3706	ymarferi
3707mwynhau3707	mwynheych
3708rhofio3708	rhofiem
3709defnyddio3709	defnyddien nhw
3710ciledrych3710	ciledrychedig
3711elwa3711	elwsai
3712caledu3712	caledwn i
3713lleoli3713	lleolont
3714rhwystro3714	rhwystro
3715condemnio3715	condemniodd o
3716ennill3716	enillwch chi
3717ffili3717	ffilasech
3718golchi3718	golcho
3719ffili3719	ffilant
3720uno3720	unaf
3721clywed3721	clywais
3722teithio3722	teithi
3723sefyll3723	safent
3724coginio3724	coginiai
3725loncian3725	lonciant
3726llenydda3726	llenyddoch
3727disgwyl3727	disgwyliasoch
3728peidio3728	peidiwch
3729ciledrych3729	ciledrychasid
3730pwyso3730	pwyswyd
3731iro3731	irech chi
3732taro3732	trawyf
3733lleihau3733	lleihwch
3734coginio3734	coginiais i
3735ymarfer3735	ymarferasech
3736ymweld3736	ymwelith o
3737atal3737	ataliaswn
3738aros3738	arhoswch chi
3739coelio3739	coeliai fo
3740dodi3740	dodasent
3741uno3741	unon nhw
3742stopio3742	stopioch
3743awgrymu3743	awgrymasid
3744cynnau3744	cyneuan nhw
3745ymweld3745	ymwelasom
3746rhoi3746	rhoddodd o
3747ennill3747	enillais
3748siarad3748	siaredwch
3749hofran3749	hofranon nhw
3750ceisio3750	ceisient
3751galluogi3751	galluogasit
3752llenydda3752	llenyddasent
3753rhegi3753	rheg
3754darllen3754	darllenwn
3755amgyffred3755	amgyffredais
3756llosgi3756	llosgan nhw
3757danfon3757	danfonwyf
3758cloi3758	cloëdig
3759amnewid3759	amnewidais i
3760dechrau3760	dechreuer
3761cofio3761	cofier
3762croesholi3762	croesholom
3763methu3763	methen ni
3764cuddio3764	cuddwn
3765rhuthro3765	rhuthron ni
3766cilio3766	ciliedig
3767stopio3767	stopid
3768canlyn3768	canlynwn i
3769croeshoelio3769	croeshoeliwyf
3770uno3770	unon ni
3771hudo3771	huda i
3772tacluso3772	tacluswn
3773parhau3773	parhaf
3774darparu3774	darparom
3775cenhedlu3775	cenhedlan nhw
3776ymarfer3776	ymarferoch
3777gwylio3777	gwyliodd
3778casáu3778	casewch
3779cyrraedd3779	cyraeddasai
3780gweld3780	gweli di
3781arfer3781	arferaist
3782rhwygo3782	rhwygais
3783eistedd3783	eistedda
3784condemnio3784	condemniwch
3785ysmygu3785	ysmygon nhw
3786rhwygo3786	rhwygasom
3787lluddias3787	lluddia
3788nyddu3788	nyddasai
3789agor3789	agorasoch
3790disgwyl3790	disgwyliai
3791lleihau3791	lleihont
3792lladd3792	lladdo
3793dweud3793	dywedaswn
3794gafael3794	gafaelodd
3795llosgi3795	llosgom
3796deall3796	deallasit
3797colli3797	cyll
3798croesi3798	croesiem
3799ysgrifennu3799	ysgrifennoch
3800colli3800	collaf
3801darllen3801	darllenwch
3802poeni3802	poenai fo
3803amau3803	amheuid
3804pwyso3804	pwysan nhw
3805ceisio3805	ceisiwn
3806gwylio3806	gwyliaf
3807diolch3807	diolchont
3808cyfarfod3808	cyfarfyddwch
3809digwydd3809	digwyddont
3810canoli3810	canolith o
3811lleoli3811	lleolwch chi
3812addysgu3812	addysgid
3813darparu3813	darparech chi
3814cnuchio3814	cnuchiais i
3815ymarfer3815	ymarferent
3816croesi3816	croesiwch
3817sylwi3817	sylwant
3818cynnull3818	cynullwch
3819nyddu3819	nyddwn
3820cilio3820	ciliasit
3821dechrau3821	dechreuais i
3822digwydd3822	digwyddith o
3823marchogaeth3823	marchogoch
3824braenu3824	braenasant
3825caledu3825	caleda i
3826elwa3826	elwsom
3827clywed3827	clywan nhw
3828galluogi3828	galluogoch chi
3829peidio3829	peidid
3830cyfrwyo3830	cyfrwywyd
3831ysgrifennu3831	ysgrifennaist
3832atal3832	atelir
3833hedfan3833	hedfanech
3834dileu3834	dilewn i
3835deall3835	dealloch chi
3836smygu3836	smygwch
3837gwenu3837	gwenasit
3838credu3838	credech chi
3839elwa3839	elwn
3840terfynu3840	terfynai fo
3841ymlacio3841	ymlaciasent
3842coelio3842	coeliasom
3843plannu3843	planaswn
3844agor3844	agorem
3845hofran3845	hofranont
3846credu3846	credwch chi
3847cusanu3847	cusanwn
3848poeni3848	poener
3849ennill3849	eniller
3850dangos3850	dangoson nhw
3851pweru3851	pweren ni
3852palu3852	palom
3853ffili3853	ffila
3854canu3854	cani di
3855ceisio3855	ceisiais i
3856sefyll3856	safech chi
3857cynnull3857	cynulledig
3858cilio3858	cilia
3859dechrau3859	dechreuoch
3860tacluso3860	taclusom
3861gorffen3861	gorffennwn ni
3862cofio3862	cofia
3863diolch3863	diolchith o
3864gwenu3864	gwenwch
3865cynnwys3865	cynwysedig
3866croesi3866	croesiech
3867rhegi3867	rheger
3868edliw3868	edliwiwyf
3869cyrraedd3869	cyrraedd
3870digwydd3870	digwyddwch
3871clywed3871	clywodd o
3872ymolchi3872	ymolchwch chi
3873syrthio3873	syrthi di
3874prynu3874	prynwyd
3875dangos3875	dangosech
3876dangos3876	dangosasom
3877cysylltu3877	cysylltwch
3878anghofio3878	anghofian nhw
3879hoelio3879	hoeliwn
3880teimlo3880	teimlith o
3881cusanu3881	cusanwch chi
3882addo3882	addawodd
3883meddwl3883	meddyliodd
3884coginio3884	coginioch chi
3885ymolchi3885	ymolchasoch
3886talu3886	talo
3887rhodio3887	rhodied
3888rhuthro3888	rhuthrwch
3889medru3889	medr
3890croestorri3890	croestorasom
3891coginio3891	coginiech
3892ymarfer3892	ymarferodd o
3893diolch3893	diolchent
3894golchi3894	golchasant
3895bwrw3895	bwriasom
3896prynu3896	prynasent
3897rhoi3897	rhof
3898prynu3898	pryner
3899disgwyl3899	disgwyliwyd
3900awgrymu3900	awgryment
3901gwlychu3901	gwlychasech
3902coginio3902	coginient
3903galw3903	galwoch
3904rhegi3904	rhegai
3905terfynu3905	terfynais
3906colli3906	collais
3907rhoi3907	rhoddaist ti
3908ystyried3908	ystyriasid
3909cofio3909	cofien nhw
3910aros3910	arhosych
3911coginio3911	coginiwch
3912galluogi3912	galluogoch
3913cadw3913	cedwir
3914sylwi3914	sylwa i
3915condemnio3915	condemniodd
3916croesholi3916	croesholwch
3917cyfrwyo3917	cyfrwyant
3918cynnull3918	cynullaf
3919edliw3919	edliwiwn
3920ymweld3920	ymwelais i
3921elwa3921	elwaist
3922cnuchio3922	cnuchien ni
3923rhegi3923	rhegasom
3924syrthio3924	syrthiaist
3925dysgu3925	dysgon ni
3926palu3926	palai
3927gorchuddio3927	gorchuddiant
3928dilyn3928	dilynet ti
3929gofyn3929	gofynasai
3930ymuno3930	ymunasit
3931cysgu3931	cysger
3932cuddio3932	cuddedig
3933edliw3933	edliwiasom
3934deall3934	dealledig
3935uno3935	una
3936croesi3936	croesia
3937ymddwyn3937	ymddygasech
3938coelio3938	coelia
3939deall3939	deallem
3940cloi3940	clowch
3941coginio3941	coginion nhw
3942bwrw3942	bwriech chi
